Customer Id	Master Customer Cd	Master Customer Nm	Addr1	City	State	Zip	Customer Integration Customer Class Dsc	trauma_ctr_flg	Customer Class Dsc
000   	N01812RMSU	MSU-COLLEGE OF HUMAN MEDICINE					Other                                   	N	Researchers
000   	N007NMCJHP	JH- NORTHERN NAVAJO MEDICAL CENTER					Other                                   	N	Hospital Customer
000   	N022RITT	RITTENHOUSE HEMATOLOGY/ONCOLOGY					Other                                   	N	Hospital Customer
NAZ   	N022NAZ	NAZARETH HOSPITAL	C/O TRINITY HEALTH EAST	TROY	MI	48007-7052	Hospital                                	N	Hospital in Region
000   	N049QLTX	QUALTEX					Other                                   	N	Hospital Customer
P01424	N021P01424	PROVIDENCE ST MARY MEDICAL CENTER	PO BOX 1477	WALLA WALLA	WA	99362	Hospital                                	N	Hospital Customer
5177  	N0205177	AIR METHODS- HENDERSON					Air Ambulance                           	N	Hospital Customer
B1ELIS	N001B1ELIS	ELLIS HOSPITAL-SCHENECTADY	1101 NOTT ST	SCHENECTADY	NY	12308	Hospital                                	Y	Hospital in Region
000   	N040B7METH	UNITYPOINT HEALTH METHODIST					Hospital                                	Y	Hospital Customer
000   	N088RBIOME	BIOMERIEUX INC					Other                                   	N	EO-Hub Accts
GABEBC	N029GABEBC	UNIVERSITY OF VA GARRETT-BAKELMAN					Other                                   	N	EO-Emerging Offerings
B1LPOR	N038B1LPOR	NORTHWEST HEALTH LA PORTE	PO BOX 369	BREA	CA	92822	Hospital                                	N	Hospital Customer
000   	N036B1ROPE	ROPER HOSPITAL					Hospital                                	N	Hospital Customer
000   	N003B6STFR	ST FRANCIS HOSPITAL	PO BOX 7000	COLUMBUS	GA	31995	Hospital                                	N	Hospital Customer
1026  	N0041026	METRO WEST MEDICAL CENTER-FRAMINGHAM	METRO WEST FRAMINGHAM CAMPUS	FRAMINGHAM	MA	01701	Hospital                                	Y	Hospital in Region
001060	N001001060	THE UNITY HOSPITAL OF ROCHESTER	1555 LONG POND ROAD	ROCHESTER	NY	14626	Hospital                                	N	Hospital in Region
T0317T	N049T0317T	MEDICAL CITY ER RED OAK	1151 ENTERPRISE DRIVE	COPPELL	TX	75019	Other                                   	N	Hospital in Region
001380	N001001380	NICHOLAS H NOYES MEMORIAL HOSPITAL	111 CLARA BARTON STREET	DANSVILLE	NY	14437-9503	Hospital                                	N	Hospital in Region
STMYKN	N040STMYKN	ST MARYS HOSPITAL KANKAKEE					Hospital                                	Y	Hospital Customer
EMM   	N022EMM	JEFFERSON EINSTEIN MONTGOMERY HOSPITAL	559 W GERMANTOWN PIKE	EAST NORRITON	PA	19401	Hospital                                	Y	Hospital Customer
B3BRYN	N038B3BRYN	PARKVIEW BRYAN HOSPITAL	433  WEST HIGH STREET	BRYAN	OH	43506	Hospital                                	N	Hospital Customer
C00004	N042C00004	SOUTH POINTE HOSPITAL	20000 HARVARD RD	WARRENSVILLE HEIGHTS	OH	44122	Hospital                                	N	Hospital Customer
B15001	N030B15001	LEHIGH VALLEY HOSPITAL - HAZLETON	PO BOX 1110	ALLENTOWN	PA	18105	Hospital                                	Y	Hospital in Region
000   	N016OSUD70	OSU-COLLEGE OF MEDICINE-JACOB					Other                                   	N	EO-Emerging Offerings
SSO   	N600SSO	SCIENTIFIC SUPPORT OFFICE	9315 GAITHER ROAD	GAITHERSBURG	MD	20877	Waste / Disposal                        	N	RC Blood Centers
S0PAGE	N027S0PAGE	PAGE MEMORIAL HOSPITAL	VALLEY HEALTH	WINCHESTER	VA	22604	Hospital                                	N	Hospital in Region
7351  	N0047351	HUGGINS HOSPITAL					Hospital                                	N	Hospital in Region
B6YUMA	N009B6YUMA	YUMA DISTRICT HOSPITAL	1000 WEST 8TH AVENUE	YUMA	CO	80759	Hospital                                	N	Hospital Customer
000   	N016OSUD32	OSU-DEPT OF SURGERY-DR Z HU					Other                                   	N	EO-Emerging Offerings
000   	N021P00603	VA ROSEBURG HEALTHCARE SYSTEM					Government                              	N	Hospital Customer
000   	N600NTL022	ARCNTL-PHILADELPHIA					American Red Cross                      	N	RC Blood Centers
7340  	N0047340	ELLIOT HOSPITAL	1 ELLIOT WAY	MANCHESTER	NH	03103	Hospital                                	Y	Hospital in Region
P00102	N021P00102	PEACEHEALTH SOUTHWEST MEDICAL CENTER	1115 SE 164TH AVE	VANCOUVER	WA	98683	Hospital                                	Y	Hospital Customer
B1VADC	N053B1VADC	VA MEDICAL CENTER-WASHINGTON DC	50 IRVING STREET NW	WASHINGTON	DC	20422	Government                              	N	Military Hospital
B1BNMC	N053B1BNMC	WALTER REED NATIONAL MILITARY MED CTR	8901 WISCONSIN AVE	BETHESDA	MD	20889	Government                              	N	Military Hospital
B8DESO	N055B8DESO	BAPTIST MEMORIAL HOSPITAL DESOTO	7601 SOUTHCREST PKWY	SOUTHAVEN	MS	38671	Hospital                                	N	Hospital Customer
1803  	N0049803	HOLY FAMILY HOSPITAL-HAVERHILL	STEWARD HEALTH CARE SYS LLC	RICHARDSON	TX	75080	Hospital                                	N	Hospital in Region
000   	N020S98DRK	DR KELLEY-RESEARCH					Other                                   	N	Research Lab Customers
B2SYRA	N009B2SYRA	SYRACUSE AREA HEALTH	2731 HEALTHCARE DR.	SYRACUSE	NE	68446	Hospital                                	N	Hospital Customer
000   	N0123358F	LABORATORY CORP OF AMERICAN HOLDINGS					Commercial / Residential                	N	Others
NYCBBY	N004197	NEW YORK BLOOD CENTER-NEW YORK					Non RC Blood Center                     	N	EO-Hub Accts
369   	N022369	CENTRAL PENNSYLVANIA BLOOD BANK	8167 ADAMS DRIVE	HUMMELSTOWN	PA	17036	Non RC Blood Center                     	N	Hospital in Region
B1MARI	N036B1MARI	MUSC HEALTH MARION MEDICAL CENTER	PO BOX 1150	MULLINS	SC	29574	Hospital                                	N	Hospital Customer
000   	N049T1000T	CHI SAINT JOSEPH HEALTH MADISON HOSPITAL					Hospital                                	N	Hospital Customer
000   	N027B3JNET	EXCELA WESTMORELAND HOSPITAL					Hospital                                	N	Hospital in Region
CCLB  	N035CCLB	CARILION CONSOLIDATED LABS	PO BOX 13851	ROANOKE	VA	24037	Hospital                                	Y	Hospital Customer
20012 	N02920012	CARTERET GENERAL HOSPITAL-MOREHEAD	3500 ARENDELL STREET	MOREHEAD CITY	NC	28557-1619	Hospital                                	N	Hospital Customer
A40206	N041A40206	SOUTH BALDWIN REGIONAL MEDICAL CENTER	1613 NORTH MCKENZIE STREET	FOLEY	AL	36535	Hospital                                	N	Hospital Customer
T6655J	N049T6655J	HOUSTON METHODIST SUGAR LAND HOSPITAL	16655 SW FREEWAY	SUGAR LAND	TX	77479	Hospital                                	N	Hospital Customer
B8JOHN	N020B8JOHN	CABINET PEAKS MEDICAL CENTER	209 HEALTH PARK DRIVE	LIBBY	MT	59923	Hospital                                	N	Hospital Customer
2425  	N0122425	UNC MEDICAL CENTER	1021 EAST WING TRANSFUSION MED	CHAPEL HILL	NC	27514	Hospital                                	Y	Hospital Customer
P00211	N021P00211	KADLEC REGIONAL MEDICAL CENTER	PO BOX 31263	SALT LAKE CITY	UT	84131	Hospital                                	N	Hospital Customer
2099  	N0122099	CHARLES A CANNON JR MEMORIAL HOSPITAL, INC	155 FURMAN DRIVE	BOONE	NC	28607	Hospital                                	N	Hospital Customer
B6CAMB	N009B6CAMB	TRI VALLEY HEALTH SYSTEMS	PO BOX 488	CAMBRIDGE	NE	69022	Hospital                                	N	Hospital Customer
B4MCMA	N003B4MCMA	ATRIUM HEALTH NAVICENT	777 HEMLOCK STREET	MACON	GA	31201	Hospital                                	Y	Hospital Customer
028400	N019028400	JENNIE STUART MEDICAL CENTER	PO BOX 2400	HOPKINSVILLE	KY	42241-2400	Hospital                                	N	Hospital Customer
B89HAN	N040B89HAN	HANNIBAL REGIONAL HOSPITAL	6000 HOSPITAL DRIVE	HANNIBAL	MO	63401	Hospital                                	N	Hospital Customer
XAG   	N022XAG	LEHIGH VALLEY CEDAR CREST	PO BOX 1110	ALLENTOWN	PA	18105	Hospital                                	Y	Hospital Out of Region
S98DRM	N020S98DRM	ST GEORGE REGIONAL MEDICAL CENTER	1380 EAST MEDICAL CENTER DR	ST GEORGE	UT	84790	Hospital                                	Y	Hospital Customer
B1GRAD	N003B1GRAD	GRADY MEMORIAL HOSPITAL-ATLANTA	50 HURT PLAZA SE	ATLANTA	GA	30303	Hospital                                	Y	Hospital Customer
MI3758	N007MI3758	PHI MIAMI AZ					Air Ambulance                           	N	Hospital Customer
5101  	N0045101	MAINE GENERAL	35 MEDICAL CENTER PARKWAY	AUGUSTA	ME	04330	Hospital                                	N	Hospital in Region
001030	N001001030	HIGHLAND HOSPITAL OF ROCHESTER	1000 SOUTH AVENUE	ROCHESTER	NY	14620	Hospital                                	Y	Hospital Customer
B1SUMV	N035B1SUMV	SUMMERSVILLE MEMORIAL HOSPITAL	WVU MEDICINE	MORGANTOWN	WV	26506	Hospital                                	N	Hospital Customer
50MACK	N01850MACK	MACKINAC STRAITS HEALTH SYSTEM	1140 N STATE ST	SAINT IGNACE	MI	49781-1048	Hospital                                	N	Hospital Customer
000   	N003B1UWGA	UNIVERSITY OF WEST GEORGIA					Other                                   	N	Hospital Customer
T3901T	N049T3901T	MEDICAL CITY PLANO	1151 ENTERPRISE DRIVE	COPPELL	TX	75019	Hospital                                	Y	Hospital Customer
2004  	N003201	ONE BLOOD CENTER					Non RC Blood Center                     	N	Hospital Customer
2299  	N0122299	HAYWOOD REGIONAL MEDICAL CTR	262 LEROY GEORGE DRIVE	CLYDE	NC	28721	Hospital                                	N	Hospital Customer
B1LUKE	N050B1LUKE	MCLAREN ST LUKE'S HOSPITAL	5901 MONCLOVA ROAD	MAUMEE	OH	43537	Hospital                                	N	Hospital Customer
000   	N04900171D	O.U. COLLEGE OF INTERNAL MEDICINE					Hospital                                	N	Hospital Customer
000   	N055B6UNIO	MCSA, LLC					Hospital                                	N	Hospital Customer
E63THO	N006E63THO	UC SAN DIEGO HEALTH - LA JOLLA JACOBS MEDICAL CENTER	9300 CAMPUS POINT DRIVE	LA JOLLA	CA	92037	Hospital                                	N	Hospital Customer
B6BBOW	N009B6BBOW	JENNIE MELHAM MEMORIAL HOSPITAL	PO BOX 250	BROKEN BOW	NE	68822	Hospital                                	Y	Hospital Customer
STERIC	N054STERIC	STERICYCLE INCORPORATED	15 PRINCIPAL URB IND'L	CAROLINA	PR	00988	Waste / Disposal                        	N	Destruction Customer
AMETWN	N024AMETWN	AIR METHODS ELIZABETHTOWN					Air Ambulance                           	N	Hospital Customer
34020 	N02934020	USAF HOSPITAL LANGLEY	45 PINE STREET	LANGLEY AFB	VA	23665-2080	Government                              	N	Military Hospital
B4ALBN	N009B4ALBN	BOONE COUNTY HEALTH CENTER	PO BOX 151	ALBION	NE	68620	Hospital                                	N	Hospital Customer
B2BEAT	N009B2BEAT	BEATRICE COMMUNITY HOSPITAL	PO BOX 278	BEATRICE	NE	68310-6906	Hospital                                	N	Hospital Customer
RB3294	N007RB3294	PHI AIR MEDICAL RED BLUFF BASE					Air Ambulance                           	N	Hospital Customer
000406	N024000406	SOUTH MC ULH	530 S JACKSON ST	LOUISVILLE	KY	40202	Hospital                                	N	Hospital in Region
000   	N001B1DGRF	DEGRAFF MEMORIAL HOSPITAL					Hospital                                	N	Hospital in Region
BRREDL	N006BRREDL	REDLANDS COMMUNITY HOSPITAL	350 TERRACINA BLVD	REDLANDS	CA	92373	Hospital                                	N	Hospital in Region
LVBULL	N020LVBULL	WESTERN ARIZONA REGIONAL MEDICAL CENTER	2735 SILVER CREEK ROAD	BULLHEAD CITY	AZ	86442	Hospital                                	N	Hospital Customer
HENRI 	N029HENRI	HCA-HENRICO DOCTORS HOSPITAL FOREST	1602 SKIPWITH ROAD	RICHMOND	VA	23229	Hospital                                	N	Hospital Customer
B1MTVL	N035B1MTVL	MEMORIAL HOSPITAL OF MARTINSVILLE	C/O LPNT	NASHVILLE	TN	37228	Hospital                                	N	Hospital Customer
A10190	N041A10190	SHELBY BAPTIST MEDICAL CENTER	BROOKWOOD BAPTIST HEALTH	CHESTERTON	IN	46304	Hospital                                	N	Hospital Customer
B9CHES	N020B9CHES	LIBERTY MEDICAL CENTER	PO BOX 705	CHESTER	MT	59522	Hospital                                	N	Hospital Customer
AUMMCG	N041AUMMCG	UMMC GRENADA	960 J K AVENT DRIVE	GRENADA	MS	38901	Hospital                                	N	Hospital in Region
7833  	N0337833	CHOUKRI BEN MAMOUN	YALE SCHOOL OF MED MAMOUN LAB	NEW HAVEN	CT	06520	Commercial / Residential                	N	Researchers
10600 	N019010600	COOKEVILLE REGIONAL MEDICAL CENTER					Hospital                                	N	Hospital Customer
BHINTR	N006BHINTR	EMANATE HEALTH INTER-COMMUNITY	PO BOX 6108	COVINA	CA	91722-5108	Hospital                                	N	Hospital Customer
B17163	N002B17163	PREMIER SURGICAL INSTITUTE	1619 K 66	GALENA	KS	66739	Other                                   	N	Hospital Customer
2100  	N0122100	ATRIUM HEALTH CABARRUS	PO BOX 5379	PORTLAND	OR	97228-5379	Hospital                                	N	Hospital Customer
000   	N038B7SVME	SAINT VINCENT MERCY HOSPITAL					Hospital                                	Y	Hospital in Region
C00019	N042C00019	METRO HEALTH MEDICAL CENTER-CLEVELAND	2500 METRO HEALTH DRIVE	CLEVELAND	OH	44109	Hospital                                	Y	Hospital Customer
SV3764	N007SV3764	PHI SIERRA VISTA AIRPORT AZ					Air Ambulance                           	N	Hospital Customer
B7CWMC	N038B7CWMC	WEST HOSPITAL	PO BOX 7175	INDIANAPOLIS	IN	46207-7175	Hospital                                	Y	Hospital in Region
7136  	N0047136	NORTHEASTERN VT REGIONAL HOSPITAL	1315 HOSPITAL DRIVE	ST JOHNSBURY	VT	05819	Hospital                                	N	Hospital in Region
B5SAND	N006B5SAND	SAN DIMAS COMMUNITY HOSPITAL	3480 E GUASTI RD	ONTARIO	CA	91761	Hospital                                	N	Hospital Customer
S98UUH	N020S98UUH	UNIVERSITY OF UTAH HEALTH	50 NORTH MEDICAL DRIVE	SALT LAKE CITY	UT	84132	Hospital                                	Y	Hospital Customer
B1MSTM	N001B1MSTM	MOUNT ST MARYS HOSPITAL	CATHOLIC HEALTH	BUFFALO	NY	14203	Hospital                                	N	Hospital in Region
134   	N088134	COMMONWEALTH HEALTH CENTER	PO BOX 500409CK	SAIPAN	MP	96950	Hospital                                	N	EO-Hub Accts
000   	N055B8MDNH	METHODIST HEALTHCARE NORTH HOSPITAL					Hospital                                	N	Hospital Customer
000   	N022SCHB	ST CHRISTOPHER'S HOSP FOR CHILDREN/ TOWER HEALTH SYSTEM					Hospital                                	N	Hospital in Region
8915  	N0338915	DESPP TOXICOLOGY LAB					Other                                   	N	Researchers
P00601	N021P00601	VA MEDICAL CENTER-PORTLAND	DEPARTMENT OF VETERANS AFFAIRS	AUSTIN	TX	78714-9971	Government                              	N	Hospital Customer
1502  	N0041502	BEVERLY HOSPITAL	41 MALL RD	BURLINGTON	MA	01805	Hospital                                	N	Hospital in Region
000   	N016KETTMC	KETTERING MEDICAL CENTER					Hospital                                	N	Hospital in Region
C0075B	N042C0075B	ST ELIZABETH BOARDMAN HEALTH CENTER	1044 BELMONT AVE	YOUNGSTOWN	OH	44501	Hospital                                	Y	Hospital in Region
8869  	N0048869	NORTH ADAMS REGIONAL HOSPITAL					Hospital                                	N	Hospital in Region
5436  	N0025436	AIR METHODS WICHITA					Air Ambulance                           	N	Hospital Customer
S98MDH	N020S98MDH	MCKAY-DEE HOSPITAL CENTER	4401 HARRISON BLVD	OGDEN	UT	84403	Hospital                                	Y	Hospital Customer
B1BRUC	N036B1BRUC	MUSC HEALTH FLORENCE MEDICAL CENTER	805 PAMPLICO HIGHWAY	FLORENCE	SC	29505	Hospital                                	N	Hospital Customer
B6DEXT	N011B6DEXT	MERCY HOSPITAL STODDARD	1200 NORTH ONE MILE ROAD	DEXTER	MO	63841	Hospital                                	N	Hospital Customer
000   	N038B7COMN	COMMUNITY HOSPITAL NORTH					Hospital                                	N	Hospital in Region
BRAD  	N600BRAD	BIO-RAD LABORATORIES INC	MAIL STOP 225-201	HERCULES	CA	94547	Other                                   	N	ML FRAC
000   	N049T2299T	HCA HOUSTON HEALTHCARE KINGWOOD					Hospital                                	N	Hospital Customer
SHHCL 	N084SHHCL	ADVENTIST HEALTH CLEAR LAKE	ADVENTIST HEALTH	ROSEVILLE	CA	95661	Hospital                                	N	Hospital Customer
AUTO  								N	EO-Emerging Offerings
UVACRY	N029UVACRY	UNIVERSITY OF VIRGINIA CRYOTHERAPY	1215 LEE STREET	CHARLOTTESVILLE	VA	22908	Other                                   	N	EO-Emerging Offerings
019   	N019019	ARCBS-TENNESSEE VALLEY REGION	2201 CHARLOTTE AVENUE	NASHVILLE	TN	37203	American Red Cross                      	N	RC Blood Centers
B2GWDU	N003B2GWDU	NORTHSIDE HOSPITAL - DULUTH					Hospital                                	N	Hospital Customer
UOMCHP	N013UOMCHP	CHP- UNIVERSITY OF MICHIGAN					Other                                   	N	Hospital Customer
000   	N011B1STAL	SOUTH CITY HOSPITAL					Hospital                                	N	Hospital Customer
6005  	N0126005	DR ANDREW SERGHIOS BARBAS-DUMC					Other                                   	N	Researchers
BIGARF	N006BIGARF	GARFIELD MEDICAL CENTER	525 NORTH GARFIELD AVENUE	MONTEREY PARK	CA	91754	Hospital                                	N	Hospital Customer
5305  	N0095305	AIR METHODS - OMAHA					Air Ambulance                           	N	Unclassified
B1GSAM	N084B1GSAM	GOOD SAMARITAN HEALTH SYSTEM	PO BOX 788	KAYSVILLE	UT	84037	Hospital                                	N	Hospital Customer
NNJWGH	N022NNJWGH	ST JOSEPHS WAYNE HOSPITAL	ST. JOSEPH'S HEALTH	CLINTON	IA	52733-4209	Hospital                                	N	Hospital in Region
YLIUBC	N033YALE	YALE UNIVERSITY					Other                                   	N	EO-Emerging Offerings
T5252T	N049T5252T	BAYLOR SCOTT AND WHITE MED CTR-MCKINNEY	5252 W UNIVERSITY BLVD	MCKINNEY	TX	75071	Hospital                                	N	Hospital Customer
UPMCCT	N027UPMCCT	UNIVERSITY OF PITTSBURGH-CERUS	501 MARTINDALE ST, FL 1	PITTSBURGH	PA	15212	Other                                   	N	Hospital in Region
B2GLEN	N001B2GLEN	GLENS FALLS HOSPITAL	100 PARK STREET	GLENS FALLS	NY	12801	Hospital                                	N	Hospital in Region
099   	N600NTL013	ARCNTL-DETROIT					American Red Cross                      	N	Internal Location
DMD   	N600DMD	ARC DIAGNOSTIC MANUFACTURING DIVISION	9319 GAITHER ROAD	GAITHERSBURG	MD	20877	Fractionator                            	N	ML FRAC
S98SFH	N020S98SFH	SPANISH FORK HOSPITAL	765 E MARKET PLACE DRIVE	SPANISH FORK	UT	84660	Hospital                                	N	Hospital Customer
7848  	N0337848	JOHNSON MEMORIAL HOSPITAL					Hospital                                	N	Hospital in Region
